,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
2697,Zoffany Park,Play space,Islington,0.1399,529880.0,187051.0
2698,Northampton Park Triangle,Landscaping around premises,Islington,0.0245,532454.0,184907.0
2699,Freightliners City Farm,City farm,Islington,0.4833,531027.0,184883.0
2700,Quil Street Allotments,Allotments,Islington,0.1419,531435.0,186326.0
2701,Arvon Road Allotments,Allotments,Islington,0.3056,531477.0,185341.0
2702,Andersons Square Gardens,Formal garden,Islington,0.0434,531714.0,183723.0
2703,Arsenal Podium,Other hard surfaced areas,Islington,2.4754,531216.0,185694.0
2704,Business Design Centre Forecourt,Other hard surfaced areas,Islington,0.108,531544.0,183565.0
2705,City Road Basin,Other hard surfaced areas,Islington,0.5412,532126.0,182989.0
2706,N1 Centre Open Space,Other hard surfaced areas,Islington,0.0541,531419.0,183393.0
2707,Pear Tree Street,Other hard surfaced areas,Islington,0.1076,532060.0,182476.0
2708,3 St. Mark's Close,Formal garden,Kensington and Chelsea,0.0501,524145.0,181075.0
2709,Abbots Gardens,Formal garden,Kensington and Chelsea,0.0892,525719.0,179188.0
2710,Alec Clifton-Taylor Memorial Garden,Formal garden,Kensington and Chelsea,0.0307,525541.0,179665.0
2711,Athlone Gardens,Park,Kensington and Chelsea,0.9001,524279.0,181883.0
2712,"Amenity Area (east), Albert Bridge",Amenity green space,Kensington and Chelsea,0.0448,527384.0,177637.0
2713,"Amenity Area (west), Albert Bridge",Amenity green space,Kensington and Chelsea,0.0505,527331.0,177624.0
2714,Amenity Area Adjacent To Hazlewood Tower,Amenity green space,Kensington and Chelsea,0.0323,524528.0,182117.0
2715,Amenity Area In Front Of 44/98 Barlby Road,Amenity green space,Kensington and Chelsea,0.0548,523475.0,181877.0
2716,"Amenity Area,  Adjacent To 102 Pavillion Road",Amenity green space,Kensington and Chelsea,0.063,527822.0,179124.0
2717,"Amenity Area, Addison Road",Amenity green space,Kensington and Chelsea,0.0334,524286.0,179894.0
2718,"Amenity Area, Adjacent To 30 Bina Gardens",Amenity green space,Kensington and Chelsea,0.0363,526208.0,178571.0
2719,"Amenity Area, Matthew Close",Amenity green space,Kensington and Chelsea,0.0455,523673.0,182057.0
2720,"Amenity Area, Rear Of 11/23 Onslow Square",Amenity green space,Kensington and Chelsea,0.0721,527003.0,178711.0
2721,"Amenity Area, Rear Of 12/18 Southwell Gardens",Amenity green space,Kensington and Chelsea,0.23,526160.0,178952.0
2722,"Amenity Area, Rear Of 34/38 Ashburn Place",Amenity green space,Kensington and Chelsea,0.0752,526239.0,178663.0
2723,"Amenity Space, Rear Of28/31 Pembroke Gardens",Amenity green space,Kensington and Chelsea,0.0385,524940.0,178932.0
2724,Avondale Park,Recreation ground,Kensington and Chelsea,1.8023,524126.0,180576.0
2725,Avondale Park Gardens,Amenity green space,Kensington and Chelsea,0.0865,524021.0,180714.0
2726,Barlby Gardens,Formal garden,Kensington and Chelsea,0.0716,523762.0,182057.0
2727,Battersea Bridge Gardens,Formal garden,Kensington and Chelsea,0.0685,526911.0,177465.0
2728,Bevington Road Gardens,Formal garden,Kensington and Chelsea,0.0235,524499.0,181682.0
2729,Brompton Cemetery,Cemetery/churchyard,Kensington and Chelsea,15.3622,525712.0,177789.0
2730,Campden Hill Gardens,Formal garden,Kensington and Chelsea,0.5801,525101.0,179973.0
2731,Chelsea Embankment Gardens West,Park,Kensington and Chelsea,0.3529,527222.0,177612.0
2732,Chelsea Park Gardens,Formal garden,Kensington and Chelsea,0.1518,526667.0,177816.0
2733,Colville Square Gardens,Formal garden,Kensington and Chelsea,0.1782,524734.0,181167.0
2734,Communal Gardens Rear Of 3a/3b Cowper Terrace,Formal garden,Kensington and Chelsea,0.042,523720.0,181562.0
2735,Convent Gardens Playground,Formal garden,Kensington and Chelsea,0.0362,524519.0,181211.0
2736,Cremorne Gardens,Formal garden,Kensington and Chelsea,0.4786,526598.0,177210.0
2737,Cromwell Gardens Triangle,Formal garden,Kensington and Chelsea,0.0476,526969.0,178996.0
2738,De Vere Cottages Private Amenity Space,Amenity green space,Kensington and Chelsea,0.0226,526062.0,179429.0
2739,De Vere Mews Amenity Space,Amenity green space,Kensington and Chelsea,0.0261,526107.0,179434.0
2740,Dovehouse Green,Park,Kensington and Chelsea,0.2795,527170.0,178087.0
2741,Dulford Street Estate,Play space,Kensington and Chelsea,0.1355,524133.0,180936.0
2742,Emslie Horniman's Pleasance,Park,Kensington and Chelsea,1.2373,524316.0,182214.0
2743,"Garden Square, Campden Hill Place",Formal garden,Kensington and Chelsea,0.0148,524971.0,180299.0
2744,"Garden Square, Egerton Terrace",Formal garden,Kensington and Chelsea,0.0279,527336.0,179102.0
2745,"Garden, Edwardes Place",Formal garden,Kensington and Chelsea,0.0178,524855.0,179158.0
2746,"Garden, In Front Of 63a/68a Chelsea Square",Formal garden,Kensington and Chelsea,0.049,526885.0,178309.0
2747,"Garden, In Front Of 8/24 Chelsea Park Gardens",Formal garden,Kensington and Chelsea,0.0932,526706.0,177852.0
2748,"Garden, Queen's Elm Square",Formal garden,Kensington and Chelsea,0.0329,526771.0,178222.0
2749,"Garden, Rear Of 1/12 Ormonde Gate",Formal garden,Kensington and Chelsea,0.1167,527783.0,178051.0
2750,"Garden, Rear Of 1/9 Cresswell Gardens",Formal garden,Kensington and Chelsea,0.2021,526140.0,178388.0
2751,"Garden, Rear Of 46/70 Evelyn Gardens",Formal garden,Kensington and Chelsea,0.3295,526504.0,178136.0
2752,Pembroke Square Gardens,Formal garden,Kensington and Chelsea,0.1895,525174.0,179048.0
2753,Woodsford Square Gardens (north),Formal garden,Kensington and Chelsea,0.2217,524356.0,179906.0
2754,"Gardens (part), In Front Of 13/20 Alexander Square",Formal garden,Kensington and Chelsea,0.0674,527194.0,178927.0
2755,"Gardens (part), In Front Of 5/12 Alexander Square",Formal garden,Kensington and Chelsea,0.0553,527172.0,178989.0
2756,Gardens Between 7 And 8 Addison Road,Formal garden,Kensington and Chelsea,0.074,524669.0,179231.0
2757,Gardens Rear Of 1/9 Bartle Road,Formal garden,Kensington and Chelsea,0.0358,524060.0,181179.0
2758,"Gardens, Adjacent To 81 Cadogan Gardens",Formal garden,Kensington and Chelsea,0.0326,527771.0,178775.0
2759,"Gardens, Dale Row",Formal garden,Kensington and Chelsea,0.0107,524316.0,181079.0
2760,"Gardens, In Front Of 1/11 Cheyne Gardens",Formal garden,Kensington and Chelsea,0.0258,527448.0,177783.0
2761,"Gardens, In Front Of 17/20a Stanhope Gardens",Formal garden,Kensington and Chelsea,0.0412,526464.0,178783.0
2762,"Gardens, In Front Of 41/59 Ladbroke Grove",Formal garden,Kensington and Chelsea,0.0941,524659.0,180543.0
2763,"Gardens, Katherine Square",Formal garden,Kensington and Chelsea,0.0501,524090.0,180454.0
2764,"Gardens, Kensington Gate",Formal garden,Kensington and Chelsea,0.0125,526292.0,179406.0
2765,"Gardens, Ovington Square",Formal garden,Kensington and Chelsea,0.1345,527465.0,179162.0
2766,"Gardens, Rear Of 1/13 Egerton Place",Formal garden,Kensington and Chelsea,0.2106,527361.0,179130.0
2767,"Gardens, Rear Of 1/2 St. John's Gardens",Formal garden,Kensington and Chelsea,0.2245,524514.0,180609.0
2768,"Gardens, Rear Of 2/4 Rosary Gardens",Formal garden,Kensington and Chelsea,0.0741,526329.0,178533.0
2769,"Gardens, Rear Of 2/41 Elm Park Gardens",Formal garden,Kensington and Chelsea,0.1856,526632.0,178009.0
2770,"Gardens, Rear Of 24/31 Holland Park Gardens",Formal garden,Kensington and Chelsea,0.1165,524191.0,179972.0
2771,"Gardens, Rear Of 28/48 Draycott Place",Formal garden,Kensington and Chelsea,0.0761,527673.0,178598.0
2772,"Gardens, Rear Of 31/41 Egerton Terrace",Formal garden,Kensington and Chelsea,0.0591,527433.0,179061.0
2773,"Gardens, Rear Of 31/44 Evelyn Gardens",Formal garden,Kensington and Chelsea,0.1547,526502.0,178253.0
2774,"Gardens, Rear Of 4/36 Sloane Gardens",Formal garden,Kensington and Chelsea,0.2801,528043.0,178547.0
2775,"Gardens, Rear Of 46/48 Egerton Crescent",Formal garden,Kensington and Chelsea,0.0424,527359.0,178981.0
2776,"Gardens, Rear Of 6/50 Lower Sloane Street",Formal garden,Kensington and Chelsea,0.1551,527993.0,178529.0
2777,"Gardens, Rear Of 62/110 Elm Park Gardens",Formal garden,Kensington and Chelsea,0.3896,526758.0,178154.0
2778,"Gardens, Rear Of 7/31 Sloane Court West",Formal garden,Kensington and Chelsea,0.1255,528051.0,178340.0
2779,"Gardens, Rear Of Burton Court",Formal garden,Kensington and Chelsea,0.1259,528009.0,178293.0
2780,"Gardens, Rear Of Langham Mansions",Formal garden,Kensington and Chelsea,0.0232,525570.0,178207.0
2781,"Gardens, Wellington Square",Formal garden,Kensington and Chelsea,0.0472,527649.0,178305.0
2782,Holland Garden Square,Formal garden,Kensington and Chelsea,0.2929,524413.0,179239.0
2783,Holland Park,Park,Kensington and Chelsea,21.1442,524782.0,179734.0
2784,Holland Walk,Walking/cycling route,Kensington and Chelsea,0.9003,524995.0,179670.0
2785,"Holy Trinity, Brompton",Cemetery/churchyard,Kensington and Chelsea,0.8018,527087.0,179285.0
2786,Ifield Road Playground,Play space,Kensington and Chelsea,0.0823,525813.0,177822.0
2787,Katherine House Public Playground,Play space,Kensington and Chelsea,0.0098,524191.0,182015.0
2788,Kensington Memorial Park,Park,Kensington and Chelsea,2.6871,523595.0,181697.0
2789,Kensington Palace Gardens,Park,Kensington and Chelsea,3.1657,525916.0,180058.0
2790,Lionel And Chesterton Block Gardens,Formal garden,Kensington and Chelsea,0.0967,524177.0,181945.0
2791,Malvern Close Garden,Formal garden,Kensington and Chelsea,0.2319,524590.0,181715.0
2792,Markland House Green,Park,Kensington and Chelsea,0.2855,523639.0,180968.0
2793,Matthew Close Playground,Play space,Kensington and Chelsea,0.0411,523713.0,182093.0
2794,Maxilla Walk Gardens,Park,Kensington and Chelsea,0.4994,523939.0,181253.0
2795,Meanwhile Gardens,Nature reserve,Kensington and Chelsea,1.6947,524701.0,182029.0
2796,Munro Mews Playground,Play space,Kensington and Chelsea,0.0466,524374.0,181913.0
2797,Murchinson House Playground,Play space,Kensington and Chelsea,0.0077,524104.0,181990.0
2798,Open Space Adjacent To 28 Somerset Square,Formal garden,Kensington and Chelsea,0.0315,524523.0,179492.0
2799,"Open Space, Chantry Square",Formal garden,Kensington and Chelsea,0.0217,525703.0,179126.0
2800,"Open Space, In Front Of 32/50 Chelsea Park Gardens",Formal garden,Kensington and Chelsea,0.0521,526633.0,177846.0
2801,"Open Space, In Front Of 56/94 Chelsea Park Gardens",Formal garden,Kensington and Chelsea,0.0856,526667.0,177780.0
2802,"Open Space, Rear Of 5/39 Sloane Gardens",Formal garden,Kensington and Chelsea,0.1527,528118.0,178547.0
2803,Orchard Close Playground,Play space,Kensington and Chelsea,0.0303,524509.0,181775.0
2804,Playground Rear Of 47/55 Princedale Road,Play space,Kensington and Chelsea,0.0229,524300.0,180331.0
2805,"Playground, Adjacent To 11 Blantyre Street",Play space,Kensington and Chelsea,0.0648,526662.0,177413.0
2806,"Playground, Adjacent To St Mary Abbots Garden",Play space,Kensington and Chelsea,0.0909,525505.0,179695.0
2807,"Playground, adjacent to St. Mary Abbots Church",Play space,Kensington and Chelsea,0.0432,525576.0,179717.0
2808,"Playground, Cornwall Crescent",Play space,Kensington and Chelsea,0.0174,524206.0,180945.0
2809,Portobello Green,Amenity green space,Kensington and Chelsea,0.2488,524400.0,181472.0
2810,Powis Square Gardens,Formal garden,Kensington and Chelsea,0.2212,524899.0,181221.0
2811,"Private Open Space, Rear Of Earls Terrace",Play space,Kensington and Chelsea,0.4299,524970.0,179173.0
2812,Public Playground Rear Of Wells House,Play space,Kensington and Chelsea,0.0147,524128.0,182040.0
2813,"Public Playground, Rear Of Pauls House",Play space,Kensington and Chelsea,0.0644,524085.0,182057.0
2814,"Public Square, Sloane Square",Play space,Kensington and Chelsea,0.2115,528011.0,178674.0
2815,Redcliffe Square Gardens,Formal garden,Kensington and Chelsea,0.3699,525877.0,178136.0
2816,Roper's Garden (danver Street Open Space),Formal garden,Kensington and Chelsea,0.1287,527047.0,177564.0
2817,Royal Avenue,Park,Kensington and Chelsea,0.2973,527734.0,178320.0
2818,Royal Crescent Mews Amenity Area,Amenity green space,Kensington and Chelsea,0.0305,523911.0,179973.0
2819,Shepherds Bush Roundabout,Amenity green space,Hammersmith and Fulham; Kensington and Chelsea,0.5575,523866.0,179918.0
2820,"Square Gardens, Oakwood Court",Formal garden,Kensington and Chelsea,0.1213,524651.0,179425.0
2821,St Luke's Gardens,Park,Kensington and Chelsea,1.5258,527195.0,178333.0
2822,St Mary Abbots Garden,Formal garden,Kensington and Chelsea,0.1549,525525.0,179663.0
2823,St Thomas More Statue,Formal garden,Kensington and Chelsea,0.0233,527110.0,177577.0
2824,Stone Hall Gardens,Formal garden,Kensington and Chelsea,0.1686,525639.0,179175.0
2825,Sunbeam Gardens,Park,Kensington and Chelsea,0.4133,523492.0,182046.0
2826,Sutton Estate  Playground,Play space,Kensington and Chelsea,0.0741,523272.0,182130.0
2827,Tavistock Square Gardens (Kensington and Chelsea),Formal garden,Kensington and Chelsea,0.3349,524621.0,181523.0
2828,Telford Road Playground,Play space,Kensington and Chelsea,0.1134,524258.0,181968.0
2829,Treverton Street Playground,Play space,Kensington and Chelsea,0.0889,523884.0,181999.0
2830,Wayneflete Square Gardens,Park,Kensington and Chelsea,0.4707,523707.0,180986.0
2831,Wesley Square Gardens,Formal garden,Kensington and Chelsea,0.1516,524025.0,181129.0
2832,Westbury Wildlife Garden,Nature reserve,Kensington and Chelsea,0.1754,523520.0,181185.0
2833,Westfield Park,Park,Kensington and Chelsea,1.1211,526204.0,177210.0
2834,Westway Sports Pitch,Playing fields,Kensington and Chelsea,0.7017,523668.0,181189.0
2835,Wiltshire Close,Play space,Kensington and Chelsea,0.653,527519.0,178728.0
2836,Wycombe Square,Formal garden,Kensington and Chelsea,0.0943,524993.0,180122.0
2837,Basing Street Playground,Play space,Kensington and Chelsea,0.1032,524548.0,181450.0
2838,Albert Bridge Gardens,Formal garden,Kensington and Chelsea,0.3036,527494.0,177682.0
2839,Chelsea Bridge Gardens,Formal garden,Kensington and Chelsea,0.1592,528486.0,177899.0
2840,Wiltshire Close Community Kitchen Garden,Community garden,Kensington and Chelsea,0.0009,527511.0,178736.0
2841,Alexandra Millennium Green,Park,Kingston upon Thames,3.8771,519342.0,166645.0
2842,Alexandra Recreation Ground (Kingston upon Thames),Recreation ground,Kingston upon Thames,6.6044,519196.0,166555.0
2843,Athelstan Recreation ground,Park,Kingston upon Thames,1.2326,518796.0,168554.0
2844,Barnfield,Playing fields,Kingston upon Thames,0.5703,518799.0,171206.0
2845,Barton Green Recreation Ground,Recreation ground,Kingston upon Thames,0.3495,520817.0,169151.0
2846,Beverley Park,Park,Kingston upon Thames,7.0706,522080.0,168673.0
2847,Bonesgate Open Space,Nature reserve,Kingston upon Thames,8.6835,519152.0,163731.0
2848,Canbury Gardens,Park,Kingston upon Thames,5.9372,517911.0,170060.0
2849,Causeway Copse,Park,Kingston upon Thames,0.7764,518515.0,164570.0
2850,Churchfields Recreation Ground,Recreation ground,Kingston upon Thames,9.3352,518312.0,163717.0
2851,Claremont Gardens,Formal garden,Kingston upon Thames,0.8117,518056.0,167626.0
2852,Clayton Road Disused Sports Ground,Playing fields,Kingston upon Thames,5.3982,517445.0,164894.0
2853,Collier's Wood Football Club Pitches,Playing fields,Kingston upon Thames,13.7723,521492.0,171084.0
2854,Cromwell Avenue Open Space,Park,Kingston upon Thames,0.9854,521762.0,167870.0
2855,Dickerage Lane Recreation Ground,Recreation ground,Kingston upon Thames,1.4783,520060.0,169016.0
2856,Elm Road Recreation Ground,Recreation ground,Kingston upon Thames,0.8178,518519.0,169806.0
2857,Fairfield Recreation Ground,Recreation ground,Kingston upon Thames,5.0869,518477.0,169085.0
2858,Fishponds Park,Park,Kingston upon Thames,5.1558,518800.0,166735.0
2859,Former Railway north of Chessington Wood,Public woodland,Kingston upon Thames,2.102,517635.0,162191.0
2860,Glen Road Green,Amenity green space,Kingston upon Thames,0.195,518519.0,164957.0
2861,Green Lane Recreation Ground,Park,Kingston upon Thames,5.1592,520099.0,168015.0
2862,Green Lane to Horton Footpath,Walking/cycling route,Kingston upon Thames,0.0691,518538.0,163298.0
2863,Green space at junction of Garrison Lane and Leatherhead Road,Amenity green space,Kingston upon Thames,0.3145,517711.0,163242.0
2864,Ham Lands - Kingston Section,Amenity green space,Kingston upon Thames,0.8846,517361.0,171320.0
2865,Hereford way Open Space,Park,Kingston upon Thames,0.5903,517620.0,164370.0
2866,Hogsmill River Corridor at Old Malden,Nature reserve,Kingston upon Thames,7.1099,520963.0,166145.0
2867,Hogsmill River in Central Kingston,River,Kingston upon Thames,4.1327,518860.0,168647.0
2868,Hogsmill River Valley at Berrylands,Nature reserve,Kingston upon Thames,14.0923,520187.0,167514.0
2869,Jubilee Meadow,Nature reserve,Kingston upon Thames,1.6625,517189.0,161688.0
2870,Jubilee Wood East,Nature reserve,Kingston upon Thames,3.2203,517061.0,161772.0
2871,Jubilee Wood West,Public woodland,Kingston upon Thames,2.1363,516702.0,161878.0
2872,King Edward Recreation Ground,Recreation ground,Kingston upon Thames,4.0653,517985.0,165116.0
2873,King George Fields,Recreation ground,Kingston upon Thames,11.2765,519541.0,165149.0
2874,Kingfisher Open Space,Recreation ground,Kingston upon Thames,0.5939,518412.0,169200.0
2875,"Risborough Green, Worcester Park",Recreation ground,Kingston upon Thames,0.5312,522521.0,166685.0
2876,Kingston Cemetery,Cemetery/churchyard,Kingston upon Thames,13.2296,519096.0,168739.0
2877,Kingston Road Recreation Ground,Recreation ground,Kingston upon Thames,3.0048,519858.0,168616.0
2878,Kingston Vale Common Lands,Common,Kingston upon Thames,3.0027,521436.0,172190.0
2879,Latchmere Lane Recreational Ground,Recreation ground,Kingston upon Thames,3.6065,518649.0,170802.0
2880,Lovelace Playing Field - former site,Playing fields,Kingston upon Thames,7.4705,517256.0,164536.0
2881,Malden Green,Amenity green space,Kingston upon Thames,2.1172,522099.0,166242.0
2882,Malden Way POS,Nature reserve,Kingston upon Thames,10.24,520639.0,166599.0
